Najafabad[1]SN	Najafabad	Najafabad (Kišesim),Kišesim (mod. Najafabad),Kišesim,Najafābād	811827554	[48.5924864,33.3322314]	
Nampigu[1]SN	Nampigu	Nampigu,Menbiğ,Membiğ,Bambykē	658480	[37.954538,36.526117]	
Naqsh-i_Rustam[1]SN	Naqsh-i_Rustam	Naqsh-i Rustam,Naqš-i-Rustam,uncertain (mod. Naqš-i-Rustam)	922685	[52.87465819,29.9887346875]	
Nasibina[1]SN	Nasibina	Naṣībina,Nuṣaybin,Nisibin,Nisibis	874623	[41.215055,37.067233]	
Negub_Tunnel[1]WN	Negub_Tunnel	Negub Tunnel,uncertain (mod. Negub tunnel)	413309737	[43.405813,36.022095]	
Nerab[1]SN	Nerab	Nērab,Nayrab	633912597	[37.176,36.199833]	
Nerebtum[1]SN	Nerebtum	Nerebtum (mod. Iščali),Iščali (Nerebtum)	357565832	[44.5833330,33.3000000]	
Nimrud[1]SN	Nimrud	Kalhu (mod. Nimrud),Nimrud (Kalhu),Kalhu,Calah	894019	[43.3275,36.099167]	
Nineveh[1]SN	Nineveh	Kuyunjik (Nineveh),Nīnevē,Nineveh (mod. Kuyunjik),Nīnuwa,Nebi Yunus,Nīnuwā,Ninuwa	874621	[43.151937,36.358684]	
Nippur[1]SN	Nippur	Nippur (mod. Nuffar),Nuffar (Nippur),Nippur,Nuffar	912910	[45.230832,32.126944]	
Nuzi[1]SN	Nuzi	Nuzi (mod. Yorgan Tepe),Yorgan Tepe (Nuzi),Gasur (mod. Yorgan Tepe),Gasur	894054	[44.2549396934,35.3698975688]	
Padakku[1]SN	Padakku	Padakka/Ha&apos;it,Padakka/Haʾit,uncertain (mod. Padakka/Ha'it),Padakka/Ha'it,Padakka/Ha’it	982176368	[40.467002,25.978610]	
Pallukat[1]SN	Pallukat	Pallūkat,al-Fallūğa,Pallakottas,Pallakattu,Pallaconta	894059	[43.775833,33.357]	
Pappa[1]SN	Pappa	Pappa,Pāphos	707596	[32.584460,34.703504]	
Para[1]SN	Para	Bara,Pāra,uncertain (mod. Pāra)	914118847	[41.4910030,36.3711370]	
Pasargadae[1]SN	Pasargadae	Tall-I Takht (mod. Pasargadae),Pasargadae (Tall-I Takht)	922693	[53.1684426, 30.1930914]	
Patibiri[1]SN	Patibiri	Patibīri,Tell Medinah (Bad-Tibira),Bad-Tibira (mod. Tell Medinah),T. Madain,Bad-tibira	771224406	[46.0,31.766667]	
Patnos[1]SN	Patnos	uncertain (mod. Patnos)	874529	[42.866666,39.233333]	
Persepolis[1]SN	Persepolis	Persepolis (Pārśa),Pārśa (mod. Persepolis),Parsa,Persai,Persepolis,Sat Setun	922695	[52.889437,29.9353403333]	
Persia[1]GN	Persia	uncertain (mod. Persia)	922698	[51.5,30.5]	
Pituru[1]SN	Pituru	Pitūru,Ausheriya	771224407	[38.074833,36.6725]	
Puzriš-Dagan[1]SN	Puzriš-Dagan	Puzriš-Dagan (mod. Drehem),Drehem (Puzriš-Dagan)	359215729	[45.29101,32.06236]	
Qadisu[1]SN	Qadisu	Qadīsu,Qādēš,T. Nebī Mend	518764376	[36.521167,34.558167]	
Qal’eh-i_Imam[1]SN	Qal’eh-i_Imam	Qalʾeh-i Imam,uncertain (mod. Qal’eh-i Imam),Qal’eh-i Imam	858969850	[46.1758797,35.4913372]	
Qarnina[1]SN	Qarnina	Qarnīna,Qarnaim,Šeiḫ Saʿd	518764377	[36.041667,32.831167]	
Qarti-hadasti[1]SN	Qarti-hadasti	Qarti-ḫadasti,Kition	707534	[33.629471,34.929597]	
Qinnasrina[1]SN	Qinnasrina	Qinnasrīna,Nebīʾ ʿĪs,Chalcisad Belum,Qinnasrīn	668226	[37.015824,36.026207]	
Rabla[1]SN	Rabla	Rablâ,Riblāh	431124909	[36.556333,34.447]	
Rapihu[1]SN	Rapihu	Rafaḥ,Rapīḫu,Raphía	688015	[34.225777,31.297428]	
Rapiqu[1]SN	Rapiqu	Rāpiqu,Raphaka,T. al-Anbār	894043	[43.434525,33.461297]	
Res-eni[1]SN	Res-eni	Rēš-ēni,Rus al-ʿAin	979932680	[43.216667,36.55]	
Rusahinili_Eidurukai[1]SN	Rusahinili_Eidurukai	Ayanis (Rusahinili Eidurukai),Ayanis,Rusaḫinili Eidurukai,Rusahinili Eidurukai	237391810	[43.2485,38.661167]	
Sabaʾa[1]SN	Sabaʾa	Al-Sabaa wa Arbain,Saba&apos;a,uncertain (mod. Saba'a),Saba'a,Saba’a	528477900	[40.65609,36.08196]	
Sagub[1]SN	Sagub		000002	[]	
Samerina[1]SN	Samerina	Samaria/Šomerôn,Sāmerīna (mod. Samaria),Samaria (Sāmerīna),Sāmerīna,Samaria	678370	[35.190436,32.276529]	
Samʾalla[1]SN	Samʾalla	Zencirli,Zinčirli (Samal),Samal (mod. Zinčirli),Sam'al,šmʿl,Samʾalla,Zinçirli,Zincirli	192555966	[36.678477,37.102208]	
Sar-i_Pul[1]GN	Sar-i_Pul	Sar-i Pul,uncertain (mod. Sar-i-pul-i-Zohāb),Sar-i-pul-i-Zohāb	961961	[45.869125,34.462706]	
Sardurihinili[1]SN	Sardurihinili	Chavushtepe,Sarduriḫinili	285112754	[43.516667,38.283333]	
Sazabu[1]SN	Sazabu	Sazabu,T. ʿAmarna,Šaḏabu	658615	[38.011310,36.740409]	
Saʾarru[1]SN	Saʾarru	Saʾarru,Šaʿāra	100842079	[36.355,33.114333]	
Sealand[1]GN	Sealand		000002	[]	
Selaʾ[1]SN	Selaʾ	uncertain (mod. Sela),Sela	86623849	[35.726658,30.750217]	
Seleucia[1]SN	Seleucia	Tell &apos;Umar (Seleucia),Tell ʾUmar (Seleucia),Seleucia (mod. Tell 'Umar),Azochis,Bahūrasīr,Tell 'Umar (Seleucia),Tell ’Umar (Seleucia),Beh Ard Šīr,Beh Ardašīr,Coche,Kaukaba,Maḥoza,Seleucia,Seleukeia,Seleukeia am Tigris,Seleukeia pros tō Tigrei,Sēliq,Tall ʿUmar,Veh Ardashir,Veh Ardašīr,Vēh-Ardašir,Ōpis	894178	[44.520378,33.094346]	
Shir_Sanam[1]SN	Shir_Sanam	Shir Sanam,uncertain (mod. Shir as-Sanam),Shir as Sanam,Shir as-Sanam,Shir es-Sanam	582911	[36.26839,34.52795]	
Siannu[1]SN	Siannu	Siannu,T. Siyānu	313020255	[36.0155,35.3335]	
Sillu[1]SN	Sillu	Sillu,Soloi	707624	[32.814174,35.136687]	
Silluwa[1]SN	Silluwa	Silluwa,Salamis	707617	[33.903588,35.175100]	
Singara[1]SN	Singara	Singāra,Singara,Balad Sinǧār	874699	[41.864400,36.323599]	
Sippar-Amnanum[1]SN	Sippar-Amnanum	Tell ed-Der (Sippar-Amnanum),T. ed-Dēr,Sippar-Amnanum (mod. Tell ed-Der),Sippar-Arūru,Tell ed-Der	392373882	[44.298871,33.099559]	
Sippar[1]SN	Sippar	T. Abū Ḥabba,Tell Abu Habbah,Sippar-Yahrurum (mod. Tell Abu Habbah),Tell Abu Habbah (Sippar-Yahrurum),Sippar-Yahrurum,Sippar	894089	[44.253809,33.059195]	
Sirqu[1]SN	Sirqu	T. ʿAšāra,Ashara (Terqa),Terqa (mod. Ashara),Sirqu,Terqa	894158	[40.568065,34.923106]	
Sissu[1]SN	Sissu	Sission,Sissû,Sīs,Kozan	34546779	[35.825,37.4475]	
Suez[1]SN	Suez	uncertain (mod. Suez)	727088	[31.5110853352,30.5723823112]	
Sur-marrati[1]SN	Sur-marrati	Sur-marrati,Sur-marrati (mod. Samarra),Surra-man-rāʾ,Samarra (Sur-marrati),Surmarrāti,Sāmarrāʾ	894082	[43.876735,34.200116]	
Sur_Jureh[1]SN	Sur_Jureh	uncertain (mod. Sur Jar'a),Sur Jar&apos;a,Sur Jarʾa,Al-gabbari-bani,Sūr Ğurʿa,Gabbāri-bānî,Sur Jureh,Sur Jar'a,Sur Jar’a,Gabbāri-ibni	413309738	[42.205610,34.311256]	
Suru[1]SN	Suru	T. Fidēn,Tell Fidain/Appadana?/Neapolis?,Sūru	894133	[40.532167,35.358833]	
Susa[1]SN	Susa	Susa (mod. Shush),Shush (Susa),Šūšan,Šūš,Sūsa,Šûšan	912936	[48.257787,32.189217]	
Syria[1]GN	Syria	uncertain (mod. Syria)	1001932	[37.051252,36.150945]	
Tadmar[1]SN	Tadmar	Tadmar,Palmyra,Tadmor,Palmyra (Tadmar)	668331	[38.266882,34.552237]	
Takrit[1]SN	Takrit	Tagrītiānu,uncertain (mod. Tikrit),Birta,Takrit,Tikrit,Takrīt,Tikrīt,Ṭrīhān	894099	[43.698871,34.581814]	
Talbis/Talmis[1]SN	Talbis/Talmis	Talbiš/Talmiš,Thilutha,Talbis,Talmis,Telbis,Thilabous	894103	[42.039360,34.374445]	
Tamessu[1]SN	Tamessu	Tamessu,Tamassos	707628	[33.238045,35.027492]	
Tamna[1]SN	Tamna	Timnāh,Tel Baṭaš,Tamna	746825	[34.963689,29.761686]	
Tang-i_Var[1]GN	Tang-i_Var	Tang-i Var,uncertain (mod. Tang-i Var)	155838204	[46.6234660,35.0123977]	
Tarbiṣu[1]SN	Tarbiṣu	Tell Sherif Khan (Tarbisu),Tarbisu (mod. Tell Sherif Khan),Tarbiṣu,Tarbisu,Sherif Khan	30774368	[43.0773110,36.4087884]	
Tarzi[1]SN	Tarzi	Tarzi,Tarsus	648789	[34.900117,36.920059]	
Tayma[1]SN	Tayma	Tayma (Tema),Tema (mod. Tayma),Thaima,Tema	814739	[38.549681,27.622821]	
Tell_Abta[1]SN	Tell_Abta	Dur-Bel-Harran-beli-uṣur,T. ʿAbṭa,Tal Abta,uncertain (mod. Tell Abta),Tell Abta,Dūr-Bēl-Ḫarrān-bēlī-uṣur,Dur-Bel-Harran-beli-uṣur,Tell Abta (Dūr-Bēl-Ḫarrān-bēlī-uṣur)	111343632	[42.1622211, 36.2145244 ]	
Tell_Agrab[1]SN	Tell_Agrab	uncertain (mod. Tell Agrab),Tell Agrab	171585551	[44.87428506230,33.33918619560]	
Tell_Baradan[1]SN	Tell_Baradan	Tell Baradan,uncertain (mod. Tell Baradan)	894127	[45.063962,34.238641]	
Tell_Bazmusian[1]SN	Tell_Bazmusian	uncertain (mod. Tell Bazmusian),Tall Bāz Musiyān,Tell Bazmusian	532748467	[44.924366, 36.161481]	
Tell_Beydar[1]SN	Tell_Beydar	Nabada,Tell Beydar	423885388	[40.586944,36.737778]	
Tell_Fekherye[1]SN	Tell_Fekherye	Tell Fekherye,Wašukanni,Sikāni (mod. Tell Fakhariyah),Tell el-Fakhariya,T. Faḫārīya,Tell Fecheriye,Tell Fakhariyah (Sikāni),Sikkan,Sikāni,Tell Fekheriye,Sikani	572048102	[40.0709816, 36.8425922]	
Tell_Hammam[1]SN	Tell_Hammam	Tell Hammam,uncertain (mod. Tell Hammam)	912956	[45.780292,31.642015]	
Tell_Hammam_et-Turkman[1]SN	Tell_Hammam_et-Turkman	Tell Hammam et-Turkman,uncertain (mod. Tell Hammam et-Turkman)	874741	[39.026003000000003,36.521037999999997]	
Tell_Jidr[1]SN	Tell_Jidr	Tell Jidr,uncertain (mod. Tell Jidr),Karkar,Dabrum	912957	[45.725183,31.815617]	
Tell_Leilan[1]SN	Tell_Leilan	Leilan (Šubat-Enlil),Šubat-Enlil (mod. Leilan),Tell Leilan,Šubat-Enlil,Shekhna	223856813	[41.505096,36.958877]	
Tell_Razzuq[1]SN	Tell_Razzuq		000002	[]	
Tell_Sabi_Abyad[1]SN	Tell_Sabi_Abyad	Tall Ṣabī Ābiyaḍ,uncertain (mod. Tell Sabi Abyad),Tell Sabi Abyad	293088343	[39.09153,36.505714]	
Tell_Uaqir[1]SN	Tell_Uaqir	Tell Uaqir	678637578	[44.66446944,32.7817696968]	
Tell_Zurghul[1]SN	Tell_Zurghul	Surġūl,Tell Zurghul,uncertain (mod. Tell Zurghul),Ninâ,Tulūl az-Zurġūl Nineveh,T. Qūyunǧiq,Nina,Sirara	912909	[46.714373,31.403458]	
Tell_al-Dhibaʾi[1]SN	Tell_al-Dhibaʾi	Tell al-Dhibaʾi,Tell al-Diba&apos;i,Tell al-Dibaʾi,uncertain (mod. Tell al-Diba'i),Tell al-Diba'i,Tell al-Diba’i	912952	[45.516945999999997,31.693200000000001]	
Tell_al-Hawa[1]SN	Tell_al-Hawa	Tell al-Hawa,uncertain (mod. Tell al-Hawa)	874728	[42.301984,36.747619]	
Tell_al-Lahm[1]SN	Tell_al-Lahm	Tell al-Lahm,uncertain (mod. Tell al-Lahm),uncertain (mod. Tell Lahm),Kuar,Dur-Yakin,Duru,Durum,Kissik	912953	[46.3341009,30.8348232]	
Tell_al-Rimah[1]SN	Tell_al-Rimah	Qatara,Qattara?,Karana?,Qatara (mod. Tell al Rimah),Tell al Rimah (Qatara),Tell al-Rimah,Qattara,Qaṭṭara,Zamahu	356369838	[42.4500569089,36.2569908298]	
Tell_al-Ubaid[1]SN	Tell_al-Ubaid	Tell al-Ubaid,uncertain (mod. Tell al-Ubaid)	339709658	[46.0306280, 30.9723062]	
Tell_el-Hesi[1]SN	Tell_el-Hesi	Tell el-Hesi,uncertain (mod. Tell el-Hesi),Tel Hesi	720628458	[34.7307012,31.5471245]	
Terqa[1]SN	Terqa		94158	[40.569453000000003, 34.922224999999997]	
Thebes_(Boeotia)[1]SN	Thebes_(Boeotia)	Thebes (Boeotia)	541138	[23.317799, 38.319076]	
Tigris_Tunnel[1]GN	Tigris_Tunnel	Tigris Tunnel,uncertain (mod. Tigris Tunnel)	914118846	[40.5475,38.529722]	
Til-Barsip[1]SN	Til-Barsip	Tarbusībi,Til-Barsib/Tarbusībi,T. Aḥmar,Til-Barsib,Til Barsip (mod. Tell Ahmar),Tell Ahmar (Til Barsip),Til Barsib,Til Barsip,Bersiba,Kār-Šulmānu-ašarēd,Mazuwati,Tall Ahmar,Tall Aḥmar,Tall al-Aḥmar,at-Tall al-Aḥmar	658410	[38.1191944, 36.6749623]	
Til-Basere[1]SN	Til-Basere	T. Bašir,Til-Baserê	404687440	[37.516667,36.883333]	
Til-Turi[1]SN	Til-Turi	ʿAǧāmī,T. Tūrin,Thiltauri,Til-Tūri	135544311	[37.671,36.426]	
Toprakkale[1]SN	Toprakkale	Rusahinili Qilbanikai,Rusahinili Qilbanikai (mod. Toprakkale),Toprakkale (Rusahinili Qilbanikai),Toprakkale	379202545	[43.4038002,38.5205001]	
Tuhana[1]SN	Tuhana	Tuḫana,Tuwan,Kemerhisar,Tyana	648801	[34.560186,37.893751]	
Tulul_Khattab[1]SN	Tulul_Khattab	Tulul Khattab	894167	[44.51621,33.475577]	
Tulul_al-Lak[1]SN	Tulul_al-Lak	Qaryat al Lak,uncertain (mod. Tulul al-Lak),Tulul al-Lak	741318296	[43.263445,36.298266]	
Turlu_Höyük[1]SN	Turlu_Höyük	uncertain (mod. Turlu Höyük),Turlu Höyük	201144661	[37.069119,37.758916]	
Tursana[1]SN	Tursana	T. Māḥūz,Turšā(n),Tell Mahuz,Tursāna	894148	[43.837,35.491667]	
Turuspa[1]SN	Turuspa	Ṭurušpâ,Van (Ṭušpa),Tushpa,Ṭušpa (mod. Van and Van Kalesi),Van,Van (Ṭušpa),Van Kalesi,Thospia,Tušpa,Van/Van Kalesi (Ṭušpa)	874771	[43.380000,38.494166]	
Tuttul[1]SN	Tuttul	Tuttul (mod. Tell Bi'a),Tell Biʾa (Tuttul),Tell Bi'a (Tuttul),Tell Bi’a (Tuttul)	582993625	[39.0472662969,35.9580498787]	
Tutub[1]SN	Tutub	Khafaje (Tutub),Tutub (mod. Khafaje),Dūr Samsuiluna,Hafaǧi,Hafagi,Tall Ḫafāǧa,Tutub,Ḫafāǧa	490043590	[44.55662,33.354728]	
Ugarit[1]SN	Ugarit	Ugarit (mod. Ras Shamra),Ras Shamra (Ugarit)	668295	[35.780703,35.610222]	
Umm_al-Jir[1]SN	Umm_al-Jir		000002	[]	
Umm_el-Hafriyat[1]SN	Umm_el-Hafriyat		000002	[]	
Umma[1]SN	Umma	Tell Jokha (Umma),Umma (mod. Tell Jokha)	44626252	[45.9000000,31.6500000]	
Upi[1]SN	Upi	T. al-Muǧailāt,Upî,Ôpis	894056	[44.702767,33.185612]	
Ur[1]SN	Ur	T. al-Muqayyar,Tell Muqayyar (Ur),Ur (mod. Tell Muqayyar),Ūru,Ûr,Uri,Uru	912985	[46.104748,30.961580]	
Urakka[1]SN	Urakka	T. Mūzān,Urakka,Urkiš	404687441	[40.979167,37.037167]	
Urkesh[1]SN	Urkesh	Tell Mozan (Urkesh),Urkesh (mod. Tell Mozan)	260976011	[40.9977581282,37.0578401483]	
Urrus[1]SN	Urrus	Orossus,Arsuz,Uluçinar,Urrus,Rhosos	658585	[35.892814,36.411822]	
Ursalimmu[1]SN	Ursalimmu	Yerūšalaim,Ursalimmu,Jerusalem	687928	[35.234155,31.776679]	
Uruk[1]SN	Uruk	Warka (Uruk),Uruk (mod. Warka),Uruk,Warka,Erech	912986	[45.638752,31.32446]	
Usnu[1]SN	Usnu	Usnû,Paltos	668332	[35.927407,35.272666]	
Usu[1]SN	Usu	T. Rašīdīya,Ušû,Palaityros	678323	[35.219993,33.23657]	
Wadi_Bastura_Tunnel[1]WN	Wadi_Bastura_Tunnel	Wadi Bastura Tunnel,uncertain (mod. Wadi Bastura Tunnel)	359792984	[44.1158443,36.3516938]	
Wadi_es-Saba[1]SN	Wadi_es-Saba	Wadi es-Saba	528477899	[36.341947,34.541323]	
Yoncali[1]SN	Yoncali	uncertain (mod. Yoncali)	708232007	[42.187778,39.128611]	
Zabala[1]SN	Zabala	Zabalu,Zabalam (mod. Ibzaikh),Zabalum,Ibzaikh (Zabalam),Zabalam,Tell Ibzeikh	921099766	[45.8777935,31.7434653]	
Zalu-Ab[1]SN	Zalu-Ab	uncertain (mod. Zalil Ab),Zalū Āb,Zalil Ab,Zālūāb	420860522	[46.905556,33.026389]	
Zamaha[1]SN	Zamaha	Zamaḫâ,T. al-Rimāḥ	89966224	[42.4535,36.259667]	
Zawiyeh[1]SN	Zawiyeh	uncertain (mod. Zawiyya),Zawiyyā,Zāwiyah,Zawiyya,Zawiyah	767486703	[42.175323,34.292103]	
Zitanu[1]SN	Zitanu	Zitānu,Zaytān	132051959	[37.018333,36.057167]	
Zvartnots[1]SN	Zvartnots	uncertain (mod. Zvartnots)	929634889	[44.336575,40.159714]	
alu_ša_Harani[1]SN	alu_ša_Harani	T. Ḫanḏal,ālu ša Ḫarāni,alu ša Harani	498102723	[40.516667,35.25]	
el-Ghab[1]GN	el-Ghab	Al-Ghab,uncertain (mod. el-Ghab)	413309735	[36.356,35.587]	
Çavuştepe[1]SN	Çavuştepe	Sardurihinili (mod. Çavuştepe),Çavuştepe (Sardurihinili)	825333700	[43.459885978,38.3526615055]	
Šadikanni[1]SN	Šadikanni	T. ʿArbān,Šaddikanni (mod. Tell Ajaja),Tell Ajaja (Šaddikanni),Arabana,T. ʿAǧāǧa,Šadikanni	874688	[40.720582,36.208061]	
Šaduppum[1]SN	Šaduppum	Shaduppum,Shaduppum (mod. Tell Harmal),Tell Harmal (Šaduppum)	821129014	[44.466548,33.309745]	
Šapinuwa[1]SN	Šapinuwa	Ortaköy (Šapinuwa)	964671598	[35.25,40.266667]	
Šarrakum[1]SN	Šarrakum			[]	
Šibaniba[1]SN	Šibaniba	Šibaniba (mod. Tell Billa),Tell Billa (Šibaniba),Šibanība,Tell Billa,Šibaniba	237391811	[43.347545,36.4330610]	
Šuruppak[1]SN	Šuruppak	Shuruppak,Fara (Šuruppak),Šuruppak (mod. Fara),Shuruppak (mod. Fara),Fara	326150788	[45.5097359,31.7778493]	
Ṣariptu[1]SN	Ṣariptu	aṣ-Ṣarafand,Ṣariptu,Sarepta	678374	[35.294673,33.460648]	
Ṣidunu[1]SN	Ṣidunu	Ṣīdūnu,Ṣīdôn,Ṣaidā	678393	[35.375272,33.560412]	
Ṣimirra[1]SN	Ṣimirra	T. Kazel,Ṣumra,Ṣimirra,Simyra	668372	[36.007810,34.726216]	
Ṣurru[1]SN	Ṣurru	Tyre,Ṣurru,Ṣūr,Ṣôr	678437	[35.198329,33.271624]	
Ṭabatum[1]SN	Ṭabatum	Ṭābēte,Ṭabatum (mod. Tell Taban),T. Tābān,Tell Taban (Ṭabatum),Thebeta (1),Ṭābātu,Tell Taban	874754	[40.78481,36.364184]	
