Hildua[1]SN	Hildua	678177	[35.483833,33.776833]	Ḫān el-Ḫulda,Ḫuldā,Ḫalde,Ḫildua
Hillah[1]SN	Hillah	296101142	[44.433333,32.483333]	uncertain (mod. Hillah)
Hindanu[1]SN	Hindanu	894006	[41.027992,34.389685]	Giddan,al-Ǧābirīya,Ḫindānu,Eddana
Hinnatuna[1]SN	Hinnatuna	352442975	[35.202667,32.7525]	Ḫinnatūna,T. al-Badawīya,Ḥannātôn
Hinnis_Monuments[1]SN	Hinnis_Monuments	359792983	[43.420619,36.76194]	Bavian,Hinnis Monuments
Hursagkalama[1]SN	Hursagkalama	000001	[44.5993371, 32.5407858]	Tell Ingharra (Hursagkalama)
Huzirina[1]SN	Huzirina	249509021	[38.9061,37.05]	Sultantepe (Huzirina),Huzirina (mod. Sultantepe),Huzirina (Sultantepe),Sultantepe
Ibn_Hani[1]SN	Ibn_Hani	000002	[]	
Idu[1]SN	Idu	894008	[44.697222,35.878056]	Idu (mod. Tell Satu Qala),Tell Satu Qala (Idu)
Imgur-Enlil[1]SN	Imgur-Enlil	90032637	[43.414221,36.221946]	Imgur-Enlil (mod. Balawat),Balawat (Imgur-Enlil),Balawat,Balāwāt,Imgur-Bēl
Irisagrig[1]SN	Irisagrig	237830124	[]	Irisagrig (mod. uncertain)
Isin[1]SN	Isin	912868	[45.267191,31.920259]	Isin (mod. Bahriyat),Bahriyat (Isin)
Isqalluna[1]SN	Isqalluna	687839	[34.545947,31.6659785]	Isqalluna (mod. Ashkelon),Ashkelon (Isqalluna),Ashkelon
Jemdet_Nasr[1]SN	Jemdet_Nasr	733910291	[44.7796331942,32.7182104498]	uncertain (mod. Jemdet Nasr),Jemdet Nasr
Jerwan_Aqueduct[1]SN	Jerwan_Aqueduct	10280471	[43.393475,36.669779]	Jerwan Aqueduct,Girmua (mod. Jerwan),Girmua
Judeideh[1]SN	Judeideh	945906724	[42.028552,34.3887]	uncertain (mod. Jedide),Jedide
Judi_Dagh[1]SN	Judi_Dagh	471828778	[42.3288972,37.3923021]	Judi Dagh,uncertain (mod. Judi Dagh),Ǧudi Dağ,Cudi Dağı
Kabnak[1]SN	Kabnak	379400932	[48.3289663161,32.0807748717]	Kabnak (mod. Haft Tepe),Haft Tepe,Haft Tepe (Kabnak)
Kaḫat[1]SN	Kaḫat	874732	[41.1270847952,36.7390002415]	Kahat (mod. Tell Barri),Tell Barri (Kahat),Tell Barri,Kahat
Kalmakarra_Cave[1]SN	Kalmakarra_Cave	413309734	[47.3796339,33.0010272]	Kalmakarra Cave,Cave Kalm-karra,uncertain (mod. Cave Kalm-karra),Pol Dokhtar,Cave Kalmakareh,Pol-e Dokhtar
Kaniš[1]SN	Kaniš	628923	[35.63486,38.85093]	Kültepe (Kanesh),Kanesh (mod. Kültepe),Anisa,Kaneš,Karahüyük,Kültepe,Kültepe Karahüyük,Neša
Karmir-blur[1]SN	Karmir-blur	863822	[44.4502581,40.1551476]	Teišebaini (mod. Karmir-blur),Karmir-blur (Teišebaini)
Kars[1]SN	Kars	692712721	[43.1040302701,40.6013491238]	uncertain (mod. Kars)
Kar-Tukulti-Ninurta[1]SN	Kar-Tukulti-Ninurta	430344980	[43.268593,35.496419]	Tulul al-ʿAqir (Kar-Tukulti-Ninurta),Kar-Tukulti-Ninurta (mod. Tulul al-ʿAqir),Kār-Tukultī-Ninurta,Tulul al ʿAqr,Tulūl al-ʿAqar
Kavuncu[1]SN	Kavuncu	929709014	[43.4767586, 38.5124956]	uncertain (mod. Kavuncu)
Kayseri[1]GN	Kayseri	629035	[35.484988999999999,38.728033000000003]	
Kenk_Boğazı[1]SN	Kenk_Boğazı	842949950	[37.8543333,37.2416667]	uncertain (mod. Kenk Boǧazı),Kenk Boğazı,Kenk Boǧazı
Kermanshah[1]GN	Kermanshah	903102	[47.5,34.5]	uncertain (mod. Kermanshah)
KI.AN[1]SN	KI.AN	000002	[]	
Kibbutz_Hama’apil[1]SN	Kibbutz_Hama’apil	189103682	[34.983333,32.377778]	uncertain (mod. Kibbutz Hama-apil),Kibbutz Hamaʾapil,Kibbutz Hama-apil,Kibbutz Hama’apil,Kibbutz Hama'apil,HaMa'apil
Kilizu[1]SN	Kilizu	894027	[43.751839,36.105774]	Kilizu (mod. Qasr Shamamuk),Qasr Shamamuk (Kilizu)
Kish[1]SN	Kish	894028	[44.585271,32.551977]	Tell Uhaimir (Kish),Kish (Uhaimir),Kish (mod. Tell Uhaimir),Kish,Kiš,Tall Antika,Tall Antīka,Tall al Uḥaimir,Tall al-Uḥaimar Kiš,Tall al-Uḥaimir,Tall al-Uḥēmir
Kisurra[1]SN	Kisurra	000002	[]	
Kizkapanli[1]SN	Kizkapanli	193878353	[37.293138,37.37502]	uncertain (mod. Kizkapanlı),uncertain Kizkapanlı,Kizkapanlı
Kullanīa[1]SN	Kullanīa	913163220	[36.376389,36.2475]	Kalnē,T. Taʿyīnāt,Tell Ta’yinat,Tell Tayinat,Unqi (mod. Tell Tayinat),Tell Tayinat (Unqi),Kinalua
Kurkh[1]SN	Kurkh	874418	[40.539708,37.825989]	uncertain (mod. Kurkh),Üçtepe,Arcaiapis,Charcha,Karcharoman
Kutha[1]SN	Kutha	893977	[44.6115870118,32.7609196481]	Kutha (mod. Tell Ibrahim),Cutha,Kūtû
Lagaš[1]SN	Lagaš	959120263	[46.40836,31.420485]	Lagash (mod. El-Hiba),El-Hiba (Lagash),Al-Hiba,Lagash
Lake_Urmia[1]WN	Lake_Urmia	874631	[45.518417,37.086953]	Lake Urmia,uncertain (mod. Lake Urmia),Urmia,Ormi
Larak[1]SN	Larak	762762282	[45.6602857173,32.3124558594]	Larak (mod. Tell Wilayah),Tell Wilayah (Larak)
Larnaka[1]SN	Larnaka	707556	[33.633337,34.916662]	uncertain (mod. Larnaka)
Larsa[1]SN	Larsa	912897	[45.853611,31.285833]	Larsa (mod. Tell as-Senkereh),Tell as-Senkereh (Larsa),Larsa,Larsam,Sankara,Senkere,as-Sankara
Luristan[1]GN	Luristan	191400484	[48.4,33.6]	uncertain (mod. Luristan),Lorestan Province,Lurestan,Loristan
Maʾallanate[1]SN	Maʾallanate	000002	[]	
Magidu[1]SN	Magidu	26356565	[35.185167,32.579667]	Megiddo,Magidû (mod. Megiddo),Megiddo (Magidû),Megiddôn,T. al-Mutesellim,Magidû
Mahalliba[1]SN	Mahalliba	69255711	[35.483333,33.35]	Maḥālib,Maḫalliba
Mansuati[1]SN	Mansuati	708431251	[36.347167,35.063167]	Manṣuāti,Maṣyāf (Maṣyāt/ṭ/d),Mnḏt
Marad[1]SN	Marad	912901	[44.78567,32.070556]	Wanna wa Sadūm,Marad (mod. Wanna-wa-Sadum),Tell Wannat es Sadum,Wanna-wa-Sadum (Marad),Marda,Marad
Mardin[1]SN	Mardin	874588	[40.739222,37.319049]	uncertain (mod. Mardin),Marde,Mardeberd,Mardin,Mardēberd,Margdis,Mārdīn,Māridīn,Taḫt-i Dara
Mari[1]SN	Mari	286681704	[40.889225,34.550398]	Tell Hariri (Mari),Mari (mod. Tell Hariri),Māri,Tall al-Ḥarīrī,Tall Ḥarīrī
Marqasu[1]SN	Marqasu	658474	[36.925326,37.586682]	Germanicia,Germanikeia,Germanikeia Kaisareia,K. Maraş,Kahramanmaraş,Maraqasi,Marasch,Marhasāja,Marhasi,Mariscum,Caesarea Germanice,Gurgumāja,Gurgume,Maraš,Maraş,Marqasāja,Marqašāja,Marqasi,Marʿaš,Kahramanmaraş (Marqasu)
Maškan-šapir[1]SN	Maškan-šapir	715980704	[45.3067537,32.2285887]	Maškan-šapir (mod. Tell Abu Duwari),Tell Abu Duwari (Maškan-šapir)
Matiatu[1]SN	Matiatu	708431252	[41.387333,37.415667]	Matiātu,Midyāt
Mazyad[1]SN	Mazyad	000002	[]	
Melidi[1]SN	Melidi	629040	[38.382217, 38.361152]	Melīdi,Melidu (mod. Arslantepe),Arslantepe (Melidu),Arslantepe,Eski Malatya
Mesta[1]SN	Mesta	874502	[45.464993,37.017977]	Mešta,Hasanlu
Me-Turran[1]SN	Me-Turran	894042	[45.095015,34.225642]	Mēturna,T. Ḥaddād,Tell Haddad (Me-Turan),T. al-Sīb,Mê-Turran,Me-Turan (mod. Tell Haddad),Me-Turran (mod. Tell Haddad),Haddad,Me-Turnat,Me-Turan,Mê-Turan
Mila_Mergi[1]GN	Mila_Mergi	649834357	[42.9135000,37.0058333]	uncertain (mod. Mila Mergi),Ilimmer,Mila Mergi,Millet Mergi
Mugdan[1]SN	Mugdan	000002	[]	
Musasir[1]SN	Musasir	126728263	[44.321667,36.835667]	Muṣāṣir,Muğēsir,Muğaisir
Mutkinu[1]SN	Mutkinu	539776277	[36.692,36.692]	T. ʿAbīr,Mutkīnu
Nabula[1]SN	Nabula	539776278	[41.211333,37.1595]	Nabula,Gir Nawas,Girnavaz
Nagar[1]SN	Nagar	874735	[41.0703913,36.6687803]	Nagar (mod. Tell Brak),Nilibši,T. Brāk,Tell Brak (Nagar),Nilabšini
Nahr_el-Kelb[1]SN	Nahr_el-Kelb	2970016	[35.598922,33.956087]	Nahr el-Kelb,uncertain (mod. Nahr el-Kelb),Nahr al-Kalb
Najafabad[1]SN	Najafabad	811827554	[48.5924864,33.3322314]	Najafabad (Kišesim),Kišesim (mod. Najafabad),Kišesim,Najafābād
